"","scientificName","WKT","institutionCode","basisOfRecord","occurrenceID","catalogNumber","eventDate","year","month","day","georeferenceVerificationStatus","kingdom","phylum","class","order","family","scientific_name","subgenus","accepted_name","decimalLatitude","decimalLongitude"
"761","Andrena gordoni Ribble, 1974","POINT (-118.13673 34.69804)","USDA-ARS","PRESERVED_SPECIMEN","658533859","BBSL190431","1936-04-10T00:00:00",1936,4,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena gordoni",NA,"Andrena gordoni",34.69804,-118.13673
"762","Anthophorula albicans (Provancher, 1896)","POINT (-117.57227 34.4261)","USDA-ARS","PRESERVED_SPECIMEN","658573693","BBSL508504","1978-08-06T00:00:00",1978,8,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophorula albicans",NA,"Anthophorula albicans",34.4261,-117.57227
"763","Andrena levipes LaBerge, 1967","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658618837","101006","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena levipes",NA,"Andrena levipes",35,-115
"764","Andrena californiensis Ribble, 1968","POINT (-118.11646 34.57943)","USDA-ARS","PRESERVED_SPECIMEN","658621202","BBSL185739","1936-04-11T00:00:00",1936,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena californiensis",NA,"Andrena californiensis",34.57943,-118.11646
"765","Calliopsis fracta (Rozen, 1952)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658705326","BBSL536444","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Calliopsis fracta",NA,"Calliopsis fracta",36,-116
"766","Coelioxys novomexicana Cockerell, 1909","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658729104","BBSL295912","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Coelioxys novomexicana",NA,"Coelioxys novomexicana",36,-116
"767","Coelioxys mitchelli Baker, 1975","POINT (-115.82666 34.94859)","USDA-ARS","PRESERVED_SPECIMEN","658729771","BBSL348851","2000-04-09T00:00:00",2000,4,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Coelioxys mitchelli",NA,"Coelioxys mitchelli",34.94859,-115.82666
"768","Dufourea echinocacti Timberlake, 1939","POINT (-116.9841 34.6987)","USDA-ARS","PRESERVED_SPECIMEN","658767788","none776","1933-03-25T00:00:00",1933,3,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Dufourea echinocacti",NA,"Dufourea echinocacti",34.6987,-116.9841
"769","Epeolus americanus (Cresson, 1878)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658774726","111963","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Epeolus americanus",NA,"Epeolus americanus",35,-115
"770","Hoplitis zuni (Parker, 1977)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658818295","BBSL651222","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis zuni",NA,"Hoplitis zuni",36,-116
"771","Megachile legalis Cresson, 1879","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658934980","BBSL297558","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile legalis",NA,"Megachile legalis",36,-116
"772","Osmia montana Cresson, 1864","POINT (-117.20172 36.10105)","USDA-ARS","PRESERVED_SPECIMEN","658972997","KWC0002911","1981-04-27T00:00:00",1981,4,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia montana",NA,"Osmia montana",36.10105,-117.20172
"773","Peponapis pruinosa (Say, 1837)","POINT (-117.4677 34.3399)","USDA-ARS","PRESERVED_SPECIMEN","659017833","BBSL511796","1909-06-25T00:00:00",1909,6,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Peponapis pruinosa",NA,"Peponapis pruinosa",34.3399,-117.4677
"774","Perdita semicaerulea Cockerell, 1896","POINT (-117.62 37.23)","USDA-ARS","PRESERVED_SPECIMEN","659059350","BBSL606886","1995-05-17T00:00:00",1995,5,17,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita semicaerulea",NA,"Perdita semicaerulea",37.23,-117.62
"775","Stelis lateralis Cresson, 1864","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659103909","BBSL576047","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Stelis lateralis",NA,"Stelis lateralis",36,-116
"776","Dianthidium dubium dubium","POINT (-117.5825 34.4029)","USDA-ARS","PRESERVED_SPECIMEN","772814526","BBSL848281","1978-08-06T00:00:00",1978,8,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Dianthidium dubium",NA,"Dianthidium dubium",34.4029,-117.5825
"777","Ashmeadiella cockerelli Michener, 1936","POINT (-116.42792 34.18226)","USDA-ARS","PRESERVED_SPECIMEN","658584412","KWC0005994","1983-05-12T00:00:00",1983,5,12,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Ashmeadiella cockerelli",NA,"Ashmeadiella cockerelli",34.18226,-116.42792
"778","Andrena sola Viereck, 1917","POINT (-118.11646 34.57943)","USDA-ARS","PRESERVED_SPECIMEN","658628143","BBSL187892","1936-04-11T00:00:00",1936,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena sola",NA,"Andrena sola",34.57943,-118.11646
"779","Bombus flavifrons Cresson, 1864","POINT (-115.456 35.1254)","USDA-ARS","PRESERVED_SPECIMEN","658678120","BBSL337928","1998-07-22T00:00:00",1998,7,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus flavifrons",NA,"Bombus flavifrons",35.1254,-115.456
"780","Hoplitis caudex (Timberlake & Michener, 1950)","POINT (-116.49603 34.15608)","USDA-ARS","PRESERVED_SPECIMEN","658817071","KWC0006575","1984-05-18T00:00:00",1984,5,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis caudex",NA,"Hoplitis caudex",34.15608,-116.49603
"781","Nomada hemphilli Cockerell, 1903","POINT (-118.1723 35.055)","USDA-ARS","PRESERVED_SPECIMEN","658957887","BBSL520719","1936-04-10T00:00:00",1936,4,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada hemphilli",NA,"Nomada hemphilli",35.055,-118.1723
"782","Nomada sayi Robertson, 1893","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","658958499","BBSL521444","1964-05-03T00:00:00",1964,5,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada sayi",NA,"Nomada sayi",34.84805,-114.61413
"783","Oreopasites hurdi Rozen, 1992","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658961521","112084","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Oreopasites hurdi",NA,"Oreopasites hurdi",35,-116
"784","Andrena stipator LaBerge, 1971","POINT (-118.11646 34.57943)","USDA-ARS","PRESERVED_SPECIMEN","658535408","BBSL191122","1936-04-11T00:00:00",1936,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena stipator",NA,"Andrena stipator",34.57943,-118.11646
"785","Anthophora pernicis Timberlake, 1951","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658556450","100601","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora pernicis",NA,"Anthophora pernicis",35,-115
"786","Anthophora bomboides Kirby, 1837","POINT (-118.06 36.6)","USDA-ARS","PRESERVED_SPECIMEN","658564785","BBSL231033","1937-06-19T00:00:00",1937,6,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora bomboides",NA,"Anthophora bomboides",36.6,-118.06
"787","Andrena cuneilabris Viereck, 1926","POINT (-118.1723 35.055)","USDA-ARS","PRESERVED_SPECIMEN","658621600","BBSL186029","1970-04-13T00:00:00",1970,4,13,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena cuneilabris",NA,"Andrena cuneilabris",35.055,-118.1723
"788","Andrena illinoiensis Robertson, 1891","POINT (-117.56 36.51)","USDA-ARS","PRESERVED_SPECIMEN","658629134","102468","1995-05-21T00:00:00",1995,5,21,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena illinoiensis",NA,"Andrena illinoiensis",36.51,-117.56
"789","Augochlora pura (Say, 1837)","POINT (-117.8522 34.5142)","USDA-ARS","PRESERVED_SPECIMEN","658636244","BBSL509465","1985-03-01T00:00:00",1985,3,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Augochlora pura",NA,"Augochlora pura",34.5142,-117.8522
"790","Megachile relativa Cresson, 1878","POINT (-117.56387 36.60185)","USDA-ARS","PRESERVED_SPECIMEN","658933992","BBSL740932","1979-05-16T00:00:00",1979,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile relativa",NA,"Megachile relativa",36.60185,-117.56387
"791","Perdita crotonis Cockerell, 1896","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659033422","BBSL281236","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita crotonis",NA,"Perdita crotonis",35,-115
"792","Stelis interrupta Cresson, 1897","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659104919","BBSL676316","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Stelis interrupta",NA,"Stelis interrupta",36,-116
"793","Andrena melanochroa Cockerell, 1898","POINT (-118.06 36.6)","USDA-ARS","PRESERVED_SPECIMEN","658629346","BBSL189297","1937-06-22T00:00:00",1937,6,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena melanochroa",NA,"Andrena melanochroa",36.6,-118.06
"794","Holcopasites arizonicus (Linsley, 1942)","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658809012","112045","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Holcopasites arizonicus",NA,"Holcopasites arizonicus",35,-116
"795","Hoplitis incanescens (Cockerell, 1922)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658816834","BBSL675068","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis incanescens",NA,"Hoplitis incanescens",36,-116
"796","Osmia integra Cresson, 1878","POINT (-117.68586 36.15554)","USDA-ARS","PRESERVED_SPECIMEN","658968223","BBSL265619","1996-05-11T00:00:00",1996,5,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia integra",NA,"Osmia integra",36.15554,-117.68586
"797","Perdita retusa Timberlake, 1960","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","659040087","106004","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita retusa",NA,"Perdita retusa",35,-115
"798","Stelis anthracina Timberlake, 1941","POINT (-115.7591 35.1821)","USDA-ARS","PRESERVED_SPECIMEN","659103564","BBSL342624","1980-04-24T00:00:00",1980,4,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Stelis anthracina",NA,"Stelis anthracina",35.1821,-115.7591
"799","Andrena cristata Viereck, 1917","POINT (-117.4275 34.3258)","USDA-ARS","PRESERVED_SPECIMEN","658620940","BBSL185679","1936-04-13T00:00:00",1936,4,13,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena cristata",NA,"Andrena cristata",34.3258,-117.4275
"800","Megachile yumensis Mitchell, 1944","POINT (-116.49603 34.15608)","USDA-ARS","PRESERVED_SPECIMEN","658937516","KWC0007908","1983-06-06T00:00:00",1983,6,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile yumensis",NA,"Megachile yumensis",34.15608,-116.49603
"801","Megachile frugalis Cresson, 1872","POINT (-117.26917 34.33806)","USDA-ARS","PRESERVED_SPECIMEN","658938380","KWC0007805","1980-09-10T00:00:00",1980,9,10,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile frugalis",NA,"Megachile frugalis",34.33806,-117.26917
"802","Osmia subaustralis Cockerell, 1900","POINT (-118.06 36.6)","USDA-ARS","PRESERVED_SPECIMEN","658974245","BBSL194789","1937-06-18T00:00:00",1937,6,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia subaustralis",NA,"Osmia subaustralis",36.6,-118.06
"803","Perdita lucens Timberlake, 1962","POINT (-117.60922 35.31468)","USDA-ARS","PRESERVED_SPECIMEN","659067386","150315","1956-09-03T00:00:00",1956,9,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita lucens",NA,"Perdita lucens",35.31468,-117.60922
"804","Hoplitis seminigra (Timberlake & Michener, 1950)","POINT (-118.11646 34.57943)","USDA-ARS","PRESERVED_SPECIMEN","658817786","BBSL258202","1936-04-11T00:00:00",1936,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis seminigra",NA,"Hoplitis seminigra",34.57943,-118.11646
"805","Nomada obscurella Fowler, 1902","POINT (-117.4283 34.3258)","USDA-ARS","PRESERVED_SPECIMEN","658959987","BBSL521385","1936-04-13T00:00:00",1936,4,13,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada obscurella",NA,"Nomada obscurella",34.3258,-117.4283
"806","Xenoglossa angustior Cockerell, 1899","POINT (-114.61413 34.84805)","USDA-ARS","PRESERVED_SPECIMEN","659107611","BBSL511729","1962-04-18T00:00:00",1962,4,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xenoglossa angustior",NA,"Xenoglossa angustior",34.84805,-114.61413
"807","Xylocopa californica diamesa Hurd, 1954","POINT (-117.9837 34.5211)","USDA-ARS","PRESERVED_SPECIMEN","659108278","BBSL397260","1936-10-16T00:00:00",1936,10,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa californica",NA,"Xylocopa californica",34.5211,-117.9837
"808","Anthophorula deserticola (Timberlake, 1947)","POINT (-116.27335 35.11553)","USDA-ARS","PRESERVED_SPECIMEN","658574435","BBSL508680","1938-07-09T00:00:00",1938,7,9,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophorula deserticola",NA,"Anthophorula deserticola",35.11553,-116.27335
"809","Ceratina acantha Provancher, 1895","POINT (-116.55778 34.00139)","USDA-ARS","PRESERVED_SPECIMEN","658715113","KWC0014817","1984-03-28T00:00:00",1984,3,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Ceratina acantha",NA,"Ceratina acantha",34.00139,-116.55778
"810","Lasioglossum perdifficile (Cockerell, 1895)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658863335","BBSL306818","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum perdifficile",NA,"Lasioglossum perdifficile",36,-116
"811","Megachile bruneri Mitchell, 1934","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","658934552","BBSL306301","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile bruneri",NA,"Megachile bruneri",36,-116
"812","Nomada citrina Cresson, 1878","POINT (-117.4677 34.3399)","USDA-ARS","PRESERVED_SPECIMEN","658959735","BBSL521228","1956-06-17T00:00:00",1956,6,17,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada citrina",NA,"Nomada citrina",34.3399,-117.4677
"813","Anthophora terminalis Cresson, 1869","POINT (-118.06 36.6)","USDA-ARS","PRESERVED_SPECIMEN","658557091","BBSL228532","1932-06-19T00:00:00",1932,6,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora terminalis",NA,"Anthophora terminalis",36.6,-118.06
"814","Colletes petalostemonis Swenk, 1906","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658740411","97615","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes petalostemonis",NA,"Colletes petalostemonis",35,-115
"815","Dufourea pulchricornis (Cockerell, 1916)","POINT (-114.5788 34.7291)","USDA-ARS","PRESERVED_SPECIMEN","658771570","BBSL172737","1967-03-28T00:00:00",1967,3,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Dufourea pulchricornis",NA,"Dufourea pulchricornis",34.7291,-114.5788
"816","Hoplitis jacintana (Cockerell, 1910)","POINT (-117.35048 34.31147)","USDA-ARS","PRESERVED_SPECIMEN","658817524","KWC0006823","1982-06-08T00:00:00",1982,6,8,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis jacintana",NA,"Hoplitis jacintana",34.31147,-117.35048
"817","Megachile cochisiana Mitchell, 1934","POINT (-118.06 36.6)","USDA-ARS","PRESERVED_SPECIMEN","658939709","BBSL204846","1937-06-03T00:00:00",1937,6,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile cochisiana",NA,"Megachile cochisiana",36.6,-118.06
"818","Neolarra penicula Shanks, 1978","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658955053","112052","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Neolarra penicula",NA,"Neolarra penicula",35,-116
"819","Tetraloniella eriocarpi (Cockerell, 1898)","POINT (-116 36)","USDA-ARS","PRESERVED_SPECIMEN","659105776","BBSL322675","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Tetraloniella eriocarpi",NA,"Tetraloniella eriocarpi",36,-116
"820","Dianthidium ulkei ulkei","POINT (-117.5825 34.4029)","USDA-ARS","PRESERVED_SPECIMEN","772814674","BBSL848609","1978-08-06T00:00:00",1978,8,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Dianthidium ulkei",NA,"Dianthidium ulkei",34.4029,-117.5825
"821","Anthophora phenax (Cockerell, 1898)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658562528","100360","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora phenax",NA,"Anthophora phenax",35,-115
"822","Dufourea holocyanea (Cockerell, 1925)","POINT (-116.268 34.9009)","USDA-ARS","PRESERVED_SPECIMEN","658768557","BBSL172358","1979-07-26T00:00:00",1979,7,26,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Dufourea holocyanea",NA,"Dufourea holocyanea",34.9009,-116.268
"823","Nomada hesperia Cockerell, 1903","POINT (-117.9731 34.52)","USDA-ARS","PRESERVED_SPECIMEN","658957926","BBSL520678","1959-04-03T00:00:00",1959,4,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Nomada hesperia",NA,"Nomada hesperia",34.52,-117.9731
"824","Osmia grindeliae Cockerell, 1910","POINT (-116.268 34.9009)","USDA-ARS","PRESERVED_SPECIMEN","658992297","BBSL200174","1979-07-26T00:00:00",1979,7,26,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia grindeliae",NA,"Osmia grindeliae",34.9009,-116.268
"825","Colletes laticinctus Timberlake, 1951","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658732675","105168","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes laticinctus",NA,"Colletes laticinctus",35,-115
"826","Melissodes ochraea LaBerge, 1961","POINT (-117.29 34.53)","USDA-ARS","PRESERVED_SPECIMEN","658947622","BBSL513138","1937-09-03T00:00:00",1937,9,3,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes ochraea",NA,"Melissodes ochraea",34.53,-117.29
"827","Osmia juxta Cresson, 1864","POINT (-116.5578 34.0014)","USDA-ARS","PRESERVED_SPECIMEN","658993522","KWC0002208","1983-06-01T00:00:00",1983,6,1,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia juxta",NA,"Osmia juxta",34.0014,-116.5578
"828","Osmia nemoris Sandhouse, 1924","POINT (-118.1723 35.055)","USDA-ARS","PRESERVED_SPECIMEN","659006157","BBSL203484","1938-04-01T00:00:00",1938,4,1,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia nemoris",NA,"Osmia nemoris",35.055,-118.1723
"829","Perdita californica (Cresson, 1878)","POINT (-117.5542 36.31137)","USDA-ARS","PRESERVED_SPECIMEN","767231931","PUB104","1962-07-30T00:00:00",1962,7,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita californica",NA,"Perdita californica",36.31137,-117.5542
"830","Anthophorula cerei (Timberlake, 1947)","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658573783","101769","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophorula cerei",NA,"Anthophorula cerei",35,-115
"831","Centris atripes MocsÃ¡ry, 1899","POINT (-115 35)","USDA-ARS","PRESERVED_SPECIMEN","658711077","BBSL531181","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Centris atripes",NA,"Centris atripes",35,-115
"832","Dianthidium dubium Schwarz, 1928","POINT (-116.26528 34.04611)","USDA-ARS","PRESERVED_SPECIMEN","658760028","KWC0010558","1986-07-29T00:00:00",1986,7,29,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Dianthidium dubium",NA,"Dianthidium dubium",34.04611,-116.26528
"833","Eucera territella (Cockerell, 1905)","POINT (-117.6302 36.5936)","USDA-ARS","PRESERVED_SPECIMEN","658780819","BBSL358956","2000-04-11T00:00:00",2000,4,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eucera territella",NA,"Eucera territella",36.5936,-117.6302
"834","Holcopasites insoletus (Linsley, 1942)","POINT (-116 35)","USDA-ARS","PRESERVED_SPECIMEN","658809097","112046","",NA,NA,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Holcopasites insoletus",NA,"Holcopasites insoletus",35,-116
"835","Megachile bradleyi Mitchell, 1934","POINT (-117.92284 34.82414)","USDA-ARS","PRESERVED_SPECIMEN","658934340","BBSL268939","1995-09-15T00:00:00",1995,9,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile bradleyi",NA,"Megachile bradleyi",34.82414,-117.92284
